Sr.No	PIC	Name of Dam	Latitude	Longitude	Year of Completion	River Basin	River	Neareast City	Seismic Zone	Dam Type	Height above Lowest Foundation Level	Dam Length	Volume Content of Dam	Gross Storage Capacity	Reservoir Area	Effective Storage Capacity	Purpose	Designed Spillway Capacity
778	MH09LH0786	BELKUND	18.12111111	76.38583333	1979	Godavari	Local Nalla	Ausa	III	Earthfill_Embankment	10.5	214	134000	2303000	1440000	1982000	I	509.00
396	MH09LH0399	SAWANGI	20.89583333	78.30916667	1974	Godavari	Local Nalla	Arvi	II	Earthfill_Embankment	13.05	795.5	164000	2070000	703000	1980000	I	137.00
1874	MH09LH1913	Satdudhani	17.425	76.26916667	2006	Krishna	Local Nalla	Akkalkot	III	Earthfill_Embankment	10	1021	257000	1980000	815000	1980000	I	502
2155	MH09MH2194	Doma	21.54527778	77.56111111	2013	Tapi	Lendi Nalla	Chikhaldara	III	Earthfill_Embankment	24.29	490		2050000	312700	1980000	I	120.52
2239	MH09MH2278	Kendrewadi	18.61277778	76.7625	2015	Godavari	Local Nalla	Chakur	II	Earthfill_Embankment	15.80	500	125500	2258000	500000	1974000	I	305.35
1331	MH09MH1345	AMDARI	20.11888889	76.48416667	1994	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	19.61	345	210000	2070000	41880	1973000	I	
577	MH09MH0583	GOVAPUR	20.43333333	73.96666667	1976	Tapi	Behedi	Kalwan	III	Earthfill_Embankment	25.38	275.00	281000	2250000	280180	1970000	I	480.95
1200	MH09MH1213	ASOLAGAVHA	20.16055556	77.50833333	1989	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	19.54	422	196000	2070000	433000	1970000	I	193.00
1401	MH09MH1415	VIR NALLA	18.12861111	74.09472222	1996	Krishna	Vir Nalla	Paranda	III	Earthfill_Embankment	21.81	975	318580	2550000	483000	1970000	I	925.75
1633	MH09MH1647	KAREPUR	18.61722222	76.70805556	2005	Godavari	Local Nalla	Renapur	II	Earthfill_Embankment	16.26	432	70800	2150000	470000	1970000	I	1967
287	MH09LH0289	BELURA	19.03833333	75.61138889	1972	Godavari	Local Nalla	Beed	II	Earthfill_Embankment	13.64	893	135000	2154000	790000	1964000	I	308.00
544	MH09MH0550	HATERI	16.05638889	73.76	1976	West Flowing Rivers from Tapi to Tadri	Local Nala	Kudal	III	Earthfill_Embankment	15.65	170	36000	2109000	2109000	1963000	I	122.34
753	MH09MH0761	SAWARGAON	20.21944444	77.38666667	1979	Tapi	Local Nalla	Washim	II	Earthfill_Embankment	17.2	430	152000	2110000	437000	1960000	I	240.00
1370	MH09MH1384	SAWARGAON BALAPUR	20.21972222	77.38666667	1995	Tapi	Local Nalla	M Pir	II	Earthfill_Embankment	17.85	510	142000	2110000	43000	1960000	I	239.50
1494	MH09LH1508	CHIKHALI	20.18861111	77.61083333	1999	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	11.1	2177	146000	2170000	90000	1960000	I	343.00
1460	MH09MH1474	MAHAKOSHI	18.05805556	73.79083333	1998	Krishna	Ambavade	Bhor	IV	Earthfill_Embankment	24	455	227800	2265000	320000	1958000	I	563.10
2310	MH09LH2349	Kumbhephal	18.92027778	74.95972222		Krishna	local Nalla	Jalna	IV	Earthfill_Embankment	12.35	1430		2317000		1957000		
1525	MH09MH1539	JAMB	18.5325	75.57611111	2000	Krishna	Local Nalla	Bhoom	III	Earthfill_Embankment	17.3	823	129750	2214000	650000	1955000	I	302.71
1034	MH09MH1046	BHOSHI	19.69472222	76.65722222	1984	Godavari	Local Nalla	Jintur	II	Earthfill_Embankment	15.82	853	170000	2099000	660000	1954000	I	263.00
2061	MH09MH2100	Rajwadi (Basmath)	19.52694444	77.04027778	2000	Godavari	Asana	Basmath	II	Earthfill_Embankment	16.60	390	130580	2126000	400000	1953000	I	191
804	MH09MH0813	KHOCH	19.89166667	73.40527778	1980	West Flowing Rivers from Tapi to Tadri	Local Nala	Mahal	III	Earthfill_Embankment	22.5	430	245000	1988000	346000	1951000	I	134.22
262	MH09MH0264	ALEGAONPAGA	18.64138889	74.33694444	1971	Krishna	Ambi	Shirur.	III	Earthfill_Embankment	15.24	289.56	192000	2040000	400000	1950000	I	695
317	MH09LH0319	GAVALISHIVARA	19.88333333	75.07583333	1972	Godavari	Local Nalla	Gangapur.	II	Earthfill_Embankment	10.7	1502	175000	2180000	3030000	1950000	I	391.00
454	MH09MH0459	PANJRA BOTHLI	20.90722222	78.34666667	1975	Godavari	Local Nalla	Arvi	II	Earthfill_Embankment	17.65	380	200000	2050000	290000	1950000	I	34.05
770	MH09MH0778	NANDRA	21	74.45861111	1979	Tapi	Local Nalla	Dhule	III	Earthfill_Embankment	17.37	793.00	337000	2170000	48000	1942000	I	383
902	MH09HH0912	BAREWADI	16.72083333	73.625	1982	West Flowing Rivers from Tapi to Tadri	Tivre Nalla	Rajapur	III	Earthfill_Embankment	33.1	175	193000	1969000	243000	1940000	I	83.58
2024	MH09MH2063	Dahegaon (Nandgaon)	19.86472222	73.66583333	1975	To Be Confirmed	Ghataprabha	Sambalpur	II	Earthfill_Embankment	20.00	490		2090000		1940000	S	
2248	MH09MH2287	Pardari	19.79027778	75.40527778	2006	Godavari	Local Nalla	Aurangabad	II	Earthfill_Embankment	21.54	425		2260000		1940000	I	336.37
2265	MH09MH2304	Ranjaniwadi K.T.Weir	19.69666667	75.98138889	2009	Godavari	Dudhana	ghanshwangi	II	Earthfill_Embankment	15.92	143		1940000		1940000	I	
2276	MH09MH2315	Pardari	19.79027778	75.40555556		Godavari	Local Nalla	Aurangabad	IV	Earthfill_Embankment	22.94	424		2260000		1940000		
1617	MH09MH1631	SINDGAON	17.70305556	76.3425	1997	Krishna	Local Nalla	Tuljapur	II	Earthfill_Embankment	16.3	2150	49190	2193000	545700	1936000	I	366.67
1007	MH09MH1019	AUSARE	19.06666667	73.34333333	1984	West Flowing Rivers from Tapi to Tadri	Local Nala	Karjat	III	Earthfill_Embankment	20.62	552	170000	1954000	286000	1931000	I	58.00
239	MH09MH0241	SHIRPUTI	20.03388889	77.22277778	1971	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	19.35	355	217000	2220000	196000	1930000	I	168
378	MH09MH0380	BHALWANI	19.135	74.56722222	1973	Godavari	Kapori	Parner	III	Earthfill_Embankment	17.74	505	112000	2610000	610000	1930000	I	946
739	MH09LH0747	LENGARPATH	17.09111111	74.95777778	1979	Krishna	Local Nalla	K.Mahankal	III	Earthfill_Embankment	14.8	660.00	73510	2220000	760000	1930000	I	105
1335	MH09MH1349	TULYACHAPADA	19.63361111	73.42333333	1995	West Flowing Rivers from Tapi to Tadri	Local Nala	Mokhada	III	Earthfill_Embankment	21.59	545	173230	1985000	272000	1930000	I	45
1452	MH09LH1466	PANCHALA	20.49472222	77.58305556	1998	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	11.49	1411	151000	2070000	32000	1930000	I	215.00
1738	MH09LH1764	DAHA	19.84861111	76.38527778	1990	Godavari	Local Nalla	Jalna	II	Earthfill_Embankment	12.8	763.00	115000	2220000	910000	1930000	I	478.00
841	MH09MH0851	KALWANDE	17.48111111	73.48611111	1981	West Flowing Rivers from Tapi to Tadri	Local Nala	Chiplun	IV	Earthfill_Embankment	18.56	254	91000	1967000	260000	1927000	I	113.45
1051	MH09LH1063	UKARWAHI	20.93444444	79.25	1984	Godavari	Local Nalla	Umred	II	Earthfill_Embankment	14.14	820	0	1985000	550600	1926000	I	105.22
1967	MH09LH2006	Sunasgaon	20.80388889	75.63083333	2008	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	11.20	2070	289230	2365000	969500	1926000	I	671.75
848	MH09MH0858	HATTIPADA	19.49583333	72.94888889	1981	West Flowing Rivers from Tapi to Tadri	Local Nala	Vasai	III	Earthfill_Embankment	21.34	456	259000	2058000	295000	1923000	I	163
1044	MH09LH1056	JALIHAL BK.	17.04583333	75.61861111	1984	Krishna	Local Nalla	Jath	III	Earthfill_Embankment	14.05	648	116000	2230000	624400	1920000	I	600.00
1057	MH09LH1069	SOONI	20.15527778	78.31333333	1985	Godavari	Local Nalla	Ghatanji	II	Earthfill_Embankment	14.64	684	0	1990000		1920000	I	137.00
2030	MH09LH2069	Dapka Raja.	18.64861111	77.25083333	2010	Godavari	Local Nalla	Mukhed	III	Earthfill_Embankment	13.50	900	166000	2360000	683000	1920000	I/S	555.02
2159	MH09LH2198	Zotingdhar	20.24583333	78.47333333	1996	Godavari	Local Nalla	Ralegaon	II	Earthfill_Embankment	14.95	395		2040000	45820	1920000	I	128.19
2162	MH09LH2201	Shivani (Kelapur)	20.15833333	78.43055556	1985	Godavari	Local Nalla	Ghatanji	II	Earthfill_Embankment	14.64	685		2010000	74600	1920000	I	137.49
2241	MH09MH2280	Lokarwadi	18.86833333	76.60222222	2015	Godavari	Local Nalla	Beed	III	Earthfill_Embankment	23.90	461		2235000	314500	1920000	I	340.84
2312	MH09LH2351	Uswad Deothan K T Weir	19.83888889	76.49583333		Godavari	Purna.	Mantha	IV	Earthfill_Embankment	12.18	298		1914000		1914000		
1670	MH09MH1685	KHARSAI	18.15194444	73.06027778	2010	West Flowing Rivers from Tapi to Tadri	Local Nala	Mhasala	IV	Earthfill_Embankment	29.6	247.00	195000	1954400	150900	1910740	I	63
622	MH09MH0629	VIKHARAN	21.62777778	74.81	1977	Tapi	Arunavati	Shirpur	III	Earthfill_Embankment	24.9	465	251000	2120000	44000	1910000	I	361.00
1344	MH09LH1358	ROTHA- I	20.75777778	78.55083333	1995	Godavari	Local Nalla	Wardha	II	Earthfill_Embankment	12.72	1008	117040	2050000	752000	1910000	I	251
249	MH09LH0251	PAROLA	19.78611111	77.1525	1971	Godavari	Local Nalla	Hingoli	II	Earthfill_Embankment	11.13	759	140000	2113000	719800	1906000	I	326
254	MH09LH0256	GONDEGAON	20.65388889	75.61805556	1970	Tapi	Kolha	Jamner	II	Earthfill_Embankment	16.56	886	236280	2104000	340000	1903000	I	383.00
362	MH09MH0364	KELGAON	20.47305556	75.50777778	1973	Godavari	Local Nalla	Sillod	II	Earthfill_Embankment	16.15	888.00	175000	2123000	760000	1903000	I	396.00
1318	MH09LH1332	SAWARKHEDA	20.74861111	75.06916667	1994	Tapi	Local	Parola	III	Earthfill_Embankment	12.56	1550	166740	2156000	1420000	1903000	I	651.00
403	MH09MH0406	WATHOD	20.25833333	77.56805556	1974	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	16.6	290	125000	1990000	2176000	1900000	I	172.00
483	MH09MH0489	BORWA	20.25027778	77.61833333	1975	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	15.6	305	895000	1980000	479000	1900000	I	235.00
836	MH09MH0846	BHULGAD	20.27027778	78.59833333	1980	Godavari	Local Nalla	Ralegaon	II	Earthfill_Embankment	16.3	508	2330	2060000	4057000	1900000	I	154.00
971	MH09LH0983	JATEGAON	20.06111111	75.51361111	1983	Godavari	Local Nalla	Phulambri	II	Earthfill_Embankment	13.4	877.00	140000	2110000	702000	1900000	I	369
489	MH09LH0495	DEODHARI	19.675	77.3625	1975	Godavari	Local Nalla	Kalamnuri	II	Earthfill_Embankment	13.2	600	53000	2066000	684000	1898000	I	275.00
720	MH09MH0728	NAIGAON	18.70027778	75.44666667	1978	Krishna	Khar	Jamkhed	III	Earthfill_Embankment	15.96	668.00	178000	2372000	576000	1898000	I	756.00
520	MH09LH0526	WADGAON TANDLI	18.87805556	74.80583333	1975	Krishna	Bangari	Ahmadnagar	III	Earthfill_Embankment	13.75	1005	155000	1977000	73000	1897000	I	1002.00
989	MH09LH1001	MAMDAPUR	18.26666667	75.84222222	1983	Krishna	local Nalla	Barshi	III	Earthfill_Embankment	14.5	1189	101000	2527330	1004000	1897000	I	878
1050	MH09LH1062	BORGAON (SOLAPUR)	17.67944444	76.32722222	1984	Krishna	Local Nalla	Akkalkot	II	Earthfill_Embankment	14.7	435	163900	2111000	526300	1897000	I	361.61
499	MH09LH0505	KAWALEWADA	21.38361111	79.75444444	1975	Godavari	Local Nalla	Tumsar	II	Earthfill_Embankment	11.15	1000	1896000	2033000	20060	1896000	I	385.00
698	MH09LH0705	NIMGAON	19.13277778	75.52055556	1978	Godavari	Local Nalla	Shirpur	II	Earthfill_Embankment	10.62	817	105000	2117000	810000	1895000	I	343.00
343	MH09LH0345	WARI	20.70388889	76.09277778	1973	Tapi	Local Nalla	Motala	II	Earthfill_Embankment	13.38	538	102660	2010000	619430	1890000	I	204.00
580	MH09MH0586	RAIWADI	17.15555556	74.90333333	1976	Krishna	Local Nalla	K.Mahankal	III	Earthfill_Embankment	20.35	867.00	186890	2170000	421000	1890000	I	523.00
627	MH09MH0634	KALIKARAD	21.02833333	74.80361111	1977	Tapi	Chilarnalla	Shirpur	III	Earthfill_Embankment	22	601.00	317000	2140000	46000	1890000	I	424.00
952	MH09MH0964	URWADE	18.48611111	73.65944444	1983	Krishna	local Nalla	Mulshi	III	Earthfill_Embankment	23.48	693	246000	2000000	299000	1890000	I	208
655	MH09LH0662	SOMDURG	18.25388889	76.42944444	1977	Godavari	Local Nalla	Ausa	III	Earthfill_Embankment	14	1120	127000	2089000	112000	1889000	I	354.00
2022	MH09MH2061	Pimpri Pancham	21.11027778	76.13861111		Tapi	Local Nalla	Muktainagar	III	Earthfill_Embankment	15.48	1175	187810	1984770	550990	1888000		417.41
1514	MH09MH1528	NITTUR 1	16.00416667	74.35944444	2000	Krishna	Local Nalla	Chandagad	III	Earthfill_Embankment	22.55	425	298330	1904000	260600	1883000	I	70.70
1556	MH09MH1570	ASANE	16.175	73.86111111	2008	Krishna	Local Nalla	Kolhapur	IV	Earthfill_Embankment	20.5	590	355000	1953000	401500	1883000	I	157.03
246	MH09LH0248	MISALWADI	20.21388889	76.18194444	1971	Godavari	Local Nalla	Deulgaon Raja	II	Earthfill_Embankment	14.66	581	118000	2070000	544000	1880000	I	295
183	MH09LH0184	GALAN	20.58333333	75.26666667	1969	Tapi	Local Nalla	Pachora	II	Earthfill_Embankment	11.33	1210	149540	2022000	700000	1874000	I	313
1343	MH09MH1357	GARTEK	20.13194444	77.54333333	1995	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	18.08	354	202840	1993000	49000	1874000	I	235.00
479	MH09LH0485	ZARI	18.62694444	76.82638889	1975	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	13.55	855.00	126000	1992000	580000	1872000	I	217.00
31	MH09LH0031	JANALA	20.055	79.60833333	1912	Godavari	Local Nalla	Chandrapur	III	Earthfill_Embankment	10.03	626.52	20000	2020000	725000	1870000	I	58
517	MH09MH0523	TIKHOL	19.66666667	74.39138889	1975	Godavari	Kalu	Parner	III	Earthfill_Embankment	18.53	360.00	226760	2430000	630000	1870000	I	848
570	MH09MH0576	RAGHUCHIWADI	18.15083333	76.01777778	1976	Krishna	Local Nalla	Osmanabad	III	Earthfill_Embankment	16.55	646	138000	2070000	501000	1870000	I	354.00
645	MH09LH0652	WALKI	18.95333333	74.72611111	1977	Krishna	walumbe	Ahmadnagar	III	Earthfill_Embankment	12.63	1290	158000	3083000	120000	1870000	I	1464.00
803	MH09LH0812	KURHA	20.78333333	78.8	1980	Tapi	Local Nalla	Arvi	II	Earthfill_Embankment	10.55	1020	105000	1950000	710000	1870000	I	124.00
1701	MH09LH1718	WADNER	20.75416667	78.75416667		Godavari	Local Nalla	Kannad	II	Earthfill_Embankment	11.35	978	121421	2070000	1084000	1870000	I	167.00
438	MH09MH0441	HINGANI (K)	18.31388889	74.93777778	1974	Krishna	Kumbhar Nalla	Karmala	III	Earthfill_Embankment	16.15	749.81	186000	2224000	720600	1869000	I	571.43
625	MH09LH0632	GALORGI	17.47361111	76.22722222	1977	Krishna	Local Nalla	Akkalkot	II	Earthfill_Embankment	12.75	564	12000	2079060	574800	1869000	I/S	416.00
531	MH09MH0537	JALDHARA	19.39444444	78.10583333	1975	Godavari	Local Nalla	Kinwat	II	Earthfill_Embankment	19.4	454.00	170000	1970000	344000	1867000	I	165.00
2325	MH09MH2364	Nitali	18.26611111	76.28027778	1995	Godavari	Local Nalla	Osmanabad	III	Earthfill_Embankment	19.93	1375		2085000	7080000	1866000	I	237.63
691	MH09LH0698	CHINCHOTI	19.02861111	76.05944444	1978	Godavari	Local Nalla	Wadwan	II	Earthfill_Embankment	13.4	1458	181000	2009000	830000	1864000	I	258.00
1053	MH09HH1065	PIMPAR	17.38916667	73.275	1985	West Flowing Rivers from Tapi to Tadri	Local Nala	Guhagar	IV	Earthfill_Embankment	35	285	44000	1881000	270000	1862000	I	48.46
762	MH09LH0770	MOHA	18.88277778	76.31805556	1979	Godavari	Local Nalla	Majalgaon	II	Earthfill_Embankment	14.9	590	190000	2372000	700000	1861000	I	294.00
217	MH09MH0219	BORALA	20.26916667	77.16611111	1970	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	17.12	385	118000	2206000	160000	1860000	I	571
358	MH09LH0360	HANGARGA	18.00305556	76.09527778	1973	Krishna	Local Nala	Tuljapur	III	Earthfill_Embankment	12.81	1506.00	127350	2020000	878000	1860000	I	307.00
1295	MH09LH1308	BANDGARWADI	17.33027778	74.98027778	1995	Krishna	Local Nalla	K.Mahankal	III	Earthfill_Embankment	13.71	1105	86000	2060000	752000	1860000	I	141.00
1717	MH09LH1738	MUNGALA	20.25416667	76.93055556		Tapi	Local Nalla	Malegaon	II	Earthfill_Embankment	12.4	854	165000	2060000	69000	1860000	I	232.00
1645	MH09HH1659	WAGHZIRA	21.26666667	75.6	2006	Tapi	Local Nalla	Yawal	III	Earthfill_Embankment	34.85	470	327700	2002000	178190	1855000	I	380.80
1348	MH09MH1362	PATUR	20.39472222	76.92444444	1995	Tapi	Bordi	Patur	II	Earthfill_Embankment	21.22	311	213000	2080000	313000	1853000	I	262.00
444	MH09LH0448	AUTEWADI	18.62416667	74.73333333	1971	Krishna	Ambiloda	Srigonda	II	Earthfill_Embankment	12.06	913	110000	2516000	769000	1850000	I	1066.40
508	MH09MH0514	YELIV	17.48194444	74.33972222	1975	Krishna	Nanhi Nalla	Khatav	III	Earthfill_Embankment	15.9	1200	68000	2260000	838000	1850000	I	639.00
763	MH09LH0771	KANADI	20.605	77.33083333	1979	Tapi	Local Nalla	Barshi Takali	II	Earthfill_Embankment	12.45	930	149000	2000000	705000	1850000	I	295.00
1230	MH09MH1243	KAYANKANDA	20.88888889	74.40583333	1990	Tapi	Local Nalla	Sakri	III	Earthfill_Embankment	17.34	594	193000	2220000	48000	1850000	I	557.00
1341	MH09LH1355	MALEGAON	20.22333333	76.99333333	1995	Tapi	Local Nalla	Washim	II	Earthfill_Embankment	11.5	1070	146000	2043000	66000	1850000	I	212.00
1113	MH09MH1125	SARADWADI	19.84361111	73.96583333	1986	Godavari	shiv	Sinnar.	III	Earthfill_Embankment	15.32	970	97460	2182000	707000	1848000	I	544.00
1139	MH09MH1151	SHIRWADE	21.34166667	74.10472222	1987	Tapi	Rankapala	Nandurbar	III	Earthfill_Embankment	19.44	932	68670	1933000	76000	1845000	I	159.00
1195	MH09MH1208	THOSEGHAR	17.6025	73.87527778	1989	Krishna	Tarali	Satara	IV	Earthfill_Embankment	18.05	259.00	52000	1911000	276000	1844000	I	113.00
860	MH09MH0870	KONE	20.06916667	73.52472222	1981	Godavari	Kashyapi	Trimbakeshwar	III	Earthfill_Embankment	15.8	489	104580	2110000	230000	1843000	I	278.24
1794	MH09LH1833	KANHADEVI	17.65972222	75.90638889	1982	Krishna	Local Nala	Parseoni	III	Earthfill_Embankment	10.3	702.00	0	2006000		1843000	I	
1412	MH09MH1426	BOTHA	20.77166667	76.50722222	1997	Tapi	Bondal Nalla	Khamgaon	II	Earthfill_Embankment	18.08	610	234000	2000000	552000	1842000	I	175.00
24	MH09LH0024	KHIRDISATHE	20.14083333	74.56361111	1904	Godavari	Nardi	Yeola	III	Earthfill_Embankment	13.11	765	93000	2010000	1141000	1840000	I	94
194	MH09LH0195	DOLWAHAL (WEIR)	18.42638889	73.22055556	1969	West Flowing Rivers from Tapi to Tadri	Kundalika	Roha	IV	Other	12.5	543	40811	10070000	4300000	1840000	I	3030
724	MH09MH0732	MAHUR	18.19444444	74.05166667	1978	Krishna	Khopu Nalla	Purandar	III	Earthfill_Embankment	23	275.00	21000	2370000	400000	1840000	I	818
1518	MH09MH1532	KALASGADE	15.83305556	74.21777778	2000	Krishna	Local Nalla	Chandgad	III	Earthfill_Embankment	16.26	524	135000	1914000	473200	1840000	I	119.00
1521	MH09MH1535	KHAMBOLI	18.60472222	73.58555556	2000	Krishna	Local Nala	Mulshi	III	Earthfill_Embankment	25.36	308	250000	2045000	278000	1840000	I	182.0
1678	MH09LH1693	MAHUR	18.19444444	73.05194444	1978	Krishna	Khopu	Purandar	III	Earthfill_Embankment	23	275	21000	2370000	437000	1840000	I	818
740	MH09MH0748	RAITALE	19.93361111	72.83472222	1979	West Flowing Rivers from Tapi to Tadri	Surya	Dahanu	III	Earthfill_Embankment	19	330	175000	1925000	364000	1839000	I	112.00
153	MH09LH0153	SUWARDHARA	21.49166667	79.12111111	1968	Godavari	Local Nalla	Parseoni	II	Earthfill_Embankment	13.23	162	29000	1937000	62000	1835000	I	143
1030	MH09LH1042	CHARTHANA	19.66666667	76.56583333	1984	Godavari	Local Nalla	Jintur	II	Earthfill_Embankment	12.8	780	300000	1966000	396000	1835000	I	232
908	MH09MH0918	GAVANE	16.88583333	73.45083333	1982	West Flowing Rivers from Tapi to Tadri	Paliehaprya	Lanja	III	Earthfill_Embankment	19.63	334	94000	1934000	461000	1834000	I	192.83
123	MH09LH0123	DHANGARJAWALA	18.84777778	75.44138889	1966	Godavari	Local Nalla	Patoda	III	Earthfill_Embankment	13.32	899	401000	2108000	700000	1832000	I	383
1736	MH09MH1760	KOLWADI	20.25	75.0325	1997	Godavari	Local Nalla	Kannad	II	Earthfill_Embankment	15.96	798	124000	2159000	702000	1832000	I	378
905	MH09LH0915	GANDHARI	21.10138889	79.92444444	1982	Godavari	Local Nalla	Sakoli	II	Earthfill_Embankment	10.08	1002	126000	1896000	6550	1831000	I	128.40
610	MH09LH0617	JOGAIWADI	18.71194444	76.38305556	1977	Godavari	Local Nalla	Ambajogai	II	Earthfill_Embankment	10.55	1950	167000	1960000	1017000	1830000	I	227.00
1247	MH09MH1260	ASURDE	17.36277778	73.51583333	1991	West Flowing Rivers from Tapi to Tadri	Local Nala	Chiplun	IV	Earthfill_Embankment	22.6	340	311000	1850000	260000	1830000	I	46.5
1700	MH09LH1717	MASALA KD	20.19277778	77.09638889	1995	Tapi	Local Nalla	Malegaon	II	Earthfill_Embankment	11.14	790	361000	1950000	5465000	1830000	I	167.00
2096	MH09MH2135	Takalgaon Deola Barrage	18.56777778	76.32555556	2014	Godavari	Manjara	Latur	III	Earthfill_Embankment	20.50	338	7820	1920000	449590	1830000	I	5170
1096	MH09MH1108	KARANJALIPADA	20.41222222	73.7325	1986	Godavari	Local Nalla	Dindori.	III	Earthfill_Embankment	22.6	570	280000	1867000	266000	1827000	I	89.43
1423	MH09MH1437	JONDHALKHEDA	21.05861111	76.33583333	1997	Tapi	Local Nalla	Muktainagar	III	Earthfill_Embankment	20.55	1045	188000	2114000	323000	1825000	I	501.00
582	MH09MH0588	DEVBHANE	21.01722222	74.77055556	1976	Tapi	Bhat	Dhule	III	Earthfill_Embankment	16.4	1106.00	88000	2310000	88800	1820000	I	728.00
967	MH09MH0979	LAWAKI	19.25805556	77.38277778	1983	Tapi	Local Nalla	Sirpur	III	Earthfill_Embankment	17.25	295	82000	2020000	200000	1820000	I	349.00
1925	MH09MH1964	Hijarya Nalla	20.66527778	75.71083333	2009	Tapi	Hijaryanalla	Jamner	II	Earthfill_Embankment	15.56	870	206690	1854090	563000	1820000	I	57.84
1947	MH09LH1986	Pavala	21.14388889	73.96555556	1992	Tapi	Ranka Nalla	Nandurbar	III	Earthfill_Embankment	13.11	370	213120	1890000	50000	1820000	I	127.16
857	MH09MH0867	OSRAM	16.43027778	73.6475	1981	West Flowing Rivers from Tapi to Tadri	Manavahal	Kankavali	III	Earthfill_Embankment	18.17	435	71000	1911000	630000	1819000	I	221.7
1100	MH09MH1112	LINGWANE	20.18194444	73.61722222	1986	West Flowing Rivers from Tapi to Tadri	Local Nala	Peint	III	Earthfill_Embankment	24	487	203350	1864000	380000	1816000	I	172
1510	MH09MH1524	KOKISARE (KHAMBALWADI)	16.50583333	73.73222222	2000	West Flowing Rivers from Tapi to Tadri	Local Nala	Vaibhavwadi	III	Earthfill_Embankment	23.7	471	222000	1845000	174280	1815000	I	25
154	MH09LH0154	MULZARA	19.35333333	77.97472222	1968	Godavari	Local Nalla	Kinwat	II	Earthfill_Embankment	12.18	1244.00	190000	1951000	490000	1814000	I	235
2046	MH09MH2085	Lakkadkot	19.66611111	78.11333333		Godavari	Local Nalla	Kinwat	II	Earthfill_Embankment	15.55	540	189000	1925000	312700	1814000		120.18
2295	MH09MH2334	Golapangari K.T. Weir	19.73333333	75.83611111		Godavari	Dudhana	Jalna	IV	Earthfill_Embankment	16.92	150		1814000		1814000		
64	MH09LH0064	DURGAON	18.55138889	74.91527778	1956	Krishna	Local Nala	Karjat	II	Earthfill_Embankment	11.13	317	161000	2050000	111000	1810000	I	655
350	MH09MH0352	CHAPNER	20.18388889	75.06416667	1973	Godavari	Chapner	Kannad	II	Earthfill_Embankment	21	157	175000	1950000	753000	1810000	I	251.00
477	MH09LH0483	DAHIGAON DHANORA	20.98694444	77.99055556	1975	Godavari	Local Nalla	Tivasa	II	Earthfill_Embankment	14.14	460	123000	1966000	1236000	1810000	I	211.40
721	MH09MH0729	PILANWADI	18.25	74.06722222	1978	Krishna	Rudraganganalla	Purandar	III	Earthfill_Embankment	22.77	320.00	1910000	1897000	395000	1810000	I	771.00
843	MH09MH0853	SHENDRI	16.27138889	74.35166667	1981	Krishna	Local Nalla	Gadhinglaj	III	Earthfill_Embankment	20.14	625	1900	1870000	41100	1810000	I	130.00
1163	MH09MH1176	SULIPADA	21.15194444	73.84027778	1987	Tapi	Local Nalla	Nawapur	III	Earthfill_Embankment	17.03	531	178000	1850000	40000	1810000	I	230.00
1946	MH09LH1985	Nimgul	21.41277778	74.50916667	1982	Tapi	Bori	Dhule	III	Earthfill_Embankment	13.37	2160	1460000	2030000	40010	1810000	I	31.17
1690	MH09MH1706	KARLI	21.50277778	79.6625	1998	Godavari	Ambagarh nadi	Tumsar	II	Earthfill_Embankment	23.26	301	53480	1900000	725000	1808000	I	117.12
1426	MH09MH1440	KRISHNAPURI	20.96527778	74.67444444	1997	Tapi	Local Nalla	Chalisgaon	III	Earthfill_Embankment	15.75	960	150920	2740000	541700	1807000	I	600
1704	MH09LH1721	CHINDA	20.74222222	79.19638889		Godavari	Local Nalla	Umred	II	Earthfill_Embankment	10.05	910	75000	1952000	1015000	1806000	I	172.71
1939	MH09LH1978	Deolibhoras	20.9175	75.11333333	1978	Tapi	Local Nalla	Chalisgaon	III	Earthfill_Embankment	13.36	1860	224000	2005000	836100	1804000	I	317
1512	MH09MH1526	NANIWADE	16.60166667	73.70166667	2000	West Flowing Rivers from Tapi to Tadri	Local Nala	Kankawali	III	Earthfill_Embankment	21.25	397	278240	1821000	199600	1803000	I	31.71
642	MH09MH0649	PIMPRI	20.6375	75.56527778	1977	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	15.9	342	84340	2076000	600000	1802000	I	452.72
