Day,Data Type,Mean Gauge (m),Discharge (cumecs),Observed/Computed
22-03-2009,HZS,2.9,35.72,C
23-03-2009,HZS,2.997,51.66,O
24-03-2009,HZS,2.885,33.264,O
25-03-2009,HZS,2.985,47.675,O
26-03-2009,HZS,2.953,42.308,O
27-03-2009,HZS,3.06,59.32,C
28-03-2009,HZS,3.055,59.913,O
29-03-2009,HZS,3.22,88.26,C
30-03-2009,HZS,3.287,98.275,O
31-03-2009,HZS,3.128,73.448,O
01-04-2009,HZS,3.003,52.514,O
02-04-2009,HZS,2.943,41.308,O
03-04-2009,HZS,2.918,37.255,O
04-04-2009,HZS,2.98,48.744,O
05-04-2009,HZS,2.97,45.38,C
06-04-2009,HZS,2.89,34.413,O
07-04-2009,HZS,2.9,35.72,C
08-04-2009,HZS,3.035,56.853,O
09-04-2009,HZS,2.89,34.459,O
10-04-2009,HZS,2.9,35.72,C
11-04-2009,HZS,3.06,60.516,O
12-04-2009,HZS,3.04,56.08,C
13-04-2009,HZS,2.92,37.532,O
14-04-2009,HZS,2.835,26.749,O
15-04-2009,HZS,2.79,22.686,O
16-04-2009,HZS,2.84,27.612,O
17-04-2009,HZS,2.805,24.554,O
18-04-2009,HZS,2.84,27.796,O
19-04-2009,HZS,2.86,30.68,C
20-04-2009,HZS,2.845,29.7,O
21-04-2009,HZS,2.855,30.021,O
22-04-2009,HZS,2.905,35.512,O
23-04-2009,HZS,3.045,58.661,O
24-04-2009,HZS,3.162,78.285,O
25-04-2009,HZS,3.092,64.38,O
26-04-2009,HZS,3.09,64.35,C
27-04-2009,HZS,3.035,56.864,O
28-04-2009,HZS,2.977,47.972,O
29-04-2009,HZS,2.96,45.075,O
30-04-2009,HZS,2.912,36.707,O
01-05-2009,HZS,2.84,30.623,O
02-05-2009,HZS,2.803,24.603,O
03-05-2009,HZS,2.79,22.72,C
04-05-2009,HZS,2.795,21.755,O
05-05-2009,HZS,2.795,22.275,O
06-05-2009,HZS,2.765,18.585,O
07-05-2009,HZS,2.82,24.833,O
08-05-2009,HZS,2.94,42.66,O
09-05-2009,HZS,3,49.84,C
10-05-2009,HZS,2.92,38.38,C
11-05-2009,HZS,2.92,37.175,O
12-05-2009,HZS,3.035,57.732,O
13-05-2009,HZS,2.99,48.33,C
14-05-2009,HZS,2.955,45.414,O
15-05-2009,HZS,2.93,38.935,O
16-05-2009,HZS,3.047,60.424,O
17-05-2009,HZS,3.05,57.69,C
18-05-2009,HZS,3.027,55.275,O
19-05-2009,HZS,3.045,59.164,O
20-05-2009,HZS,3.15,72.759,O
21-05-2009,HZS,3.33,118.809,O
22-05-2009,HZS,3.45,130.909,O
23-05-2009,HZS,3.315,113.412,O
24-05-2009,HZS,3.23,90.25,C
25-05-2009,HZS,3.148,71.726,O
26-05-2009,HZS,3.13,69.32,O
27-05-2009,HZS,3.165,77.637,O
28-05-2009,HZS,3.13,69.55,O
29-05-2009,HZS,3.135,75.774,O
30-05-2009,HZS,3.112,66.673,O
31-05-2009,HZS,3.24,92.25,C
01-06-2009,HZS,3.22,85.251,O
02-06-2009,HZS,3.31,112.802,O
03-06-2009,HZS,3.21,87.931,O
04-06-2009,HZS,3.172,80.055,O
05-06-2009,HZS,3.15,73.473,O
06-06-2009,HZS,3.1,63.169,O
07-06-2009,HZS,3.1,62.27,C
08-06-2009,HZS,3.115,70.647,O
09-06-2009,HZS,3.185,80.639,O
10-06-2009,HZS,3.12,69.39,O
11-06-2009,HZS,3.085,63.633,O
12-06-2009,HZS,3.112,68.315,O
13-06-2009,HZS,3.065,61.252,O
14-06-2009,HZS,3.12,65.56,C
15-06-2009,HZS,3.17,79.717,O
16-06-2009,HZS,3.235,95.49,O
17-06-2009,HZS,3.017,49.427,O
18-06-2009,HZS,2.98,45.109,O
19-06-2009,HZS,3.01,49.518,O
20-06-2009,HZS,2.977,43.975,O
21-06-2009,HZS,2.9,34.03,C
22-06-2009,HZS,2.92,38.582,O
23-06-2009,HZS,2.852,29.004,O
24-06-2009,HZS,2.83,26.741,O
25-06-2009,HZS,2.81,24.66,O
26-06-2009,HZS,2.73,15.84,O
27-06-2009,HZS,2.72,15.402,O
28-06-2009,HZS,2.67,12.03,C
29-06-2009,HZS,2.675,11.624,O
30-06-2009,HZS,2.672,12.28,O
01-07-2009,HZS,2.705,14.521,O
02-07-2009,HZS,2.68,11.634,O
03-07-2009,HZS,2.727,15.411,O
04-07-2009,HZS,2.672,11.666,O
05-07-2009,HZS,2.82,25.11,C
06-07-2009,HZS,2.78,19.417,O
07-07-2009,HZS,2.92,35.911,O
08-07-2009,HZS,2.93,41.542,O
09-07-2009,HZS,2.912,36.497,O
10-07-2009,HZS,2.878,27.159,O
11-07-2009,HZS,2.88,31.67,D
12-07-2009,HZS,3.07,57,C
13-07-2009,HZS,4.088,326.482,O
14-07-2009,HZS,4.077,325.097,O
15-07-2009,HZS,3.885,256.632,O
16-07-2009,HZS,4.157,385.53,O
17-07-2009,HZS,5.318,913.907,O
18-07-2009,HZS,5.89,1327.097,O
19-07-2009,HZS,6.16,1553,C
20-07-2009,HZS,6.202,1602.069,O
21-07-2009,HZS,5.655,1179.128,O
22-07-2009,HZS,4.865,631.944,O
23-07-2009,HZS,4.335,398.931,O
24-07-2009,HZS,3.935,277.921,O
25-07-2009,HZS,5.08,733.362,O
26-07-2009,HZS,4.98,742.4,C
27-07-2009,HZS,4.793,613.757,O
28-07-2009,HZS,4.415,433.303,O
29-07-2009,HZS,3.8,226.808,O
30-07-2009,HZS,3.74,213.337,O
31-07-2009,HZS,4.07,326.908,O
01-08-2009,HZS,4.155,360.958,O
02-08-2009,HZS,4.55,520.7,C
03-08-2009,HZS,4.65,545.956,O
04-08-2009,HZS,4.63,542.902,O
05-08-2009,HZS,4.125,347.05,O
06-08-2009,HZS,3.89,256.673,O
07-08-2009,HZS,4.205,352.167,O
08-08-2009,HZS,4.31,400.295,O
09-08-2009,HZS,4.35,430.9,C
10-08-2009,HZS,3.93,271.709,O
11-08-2009,HZS,3.89,257.672,O
12-08-2009,HZS,3.88,252.651,O
13-08-2009,HZS,3.88,259.439,O
14-08-2009,HZS,3.85,243.7,C
15-08-2009,HZS,4.1,330.7,C
16-08-2009,HZS,4.08,323.2,C
17-08-2009,HZS,4.28,396.116,O
18-08-2009,HZS,4.925,684.805,O
19-08-2009,HZS,4.64,543.439,O
20-08-2009,HZS,4.64,561.725,O
21-08-2009,HZS,4.475,470.669,O
22-08-2009,HZS,4.305,392.583,O
23-08-2009,HZS,4.14,345.8,C
24-08-2009,HZS,4,282.348,O
25-08-2009,HZS,3.91,249.681,O
26-08-2009,HZS,3.845,236.356,O
27-08-2009,HZS,3.84,232.079,O
28-08-2009,HZS,3.868,243.019,O
29-08-2009,HZS,3.918,253.582,O
30-08-2009,HZS,3.99,290.8,C
31-08-2009,HZS,3.905,248.448,O
01-09-2009,HZS,3.76,199.889,O
02-09-2009,HZS,3.862,254.565,O
03-09-2009,HZS,4.295,400.889,O
04-09-2009,HZS,3.97,287.034,O
05-09-2009,HZS,3.825,238.909,O
06-09-2009,HZS,4.01,297.9,C
07-09-2009,HZS,4.15,361.64,O
08-09-2009,HZS,5.22,923.249,O
09-09-2009,HZS,5.58,1120.121,O
10-09-2009,HZS,4.58,556.431,O
11-09-2009,HZS,4.045,322.13,O
12-09-2009,HZS,3.98,291.362,O
13-09-2009,HZS,3.95,276.9,C
14-09-2009,HZS,4.12,350.276,O
15-09-2009,HZS,5.25,896.097,O
16-09-2009,HZS,4.73,616.178,O
17-09-2009,HZS,5.195,861.996,O
18-09-2009,HZS,5.17,821.049,O
19-09-2009,HZS,5.62,1128.253,O
20-09-2009,HZS,5.17,852.9,C
21-09-2009,HZS,5.82,1289,C
22-09-2009,HZS,5.53,1099.709,O
23-09-2009,HZS,5.085,819.189,O
24-09-2009,HZS,5,782.764,O
25-09-2009,HZS,4.8,654.086,O
26-09-2009,HZS,4.7,592.232,O
27-09-2009,HZS,4.5,497.5,C
28-09-2009,HZS,4.46,479.2,C
29-09-2009,HZS,4.49,513.546,O
30-09-2009,HZS,4.295,409.125,O
01-10-2009,HZS,4.11,346.268,O
02-10-2009,HZS,4.105,332.6,C
03-10-2009,HZS,4.16,361.98,O
04-10-2009,HZS,4.09,327,C
05-10-2009,HZS,4.1,344.599,O
06-10-2009,HZS,3.95,285.898,O
07-10-2009,HZS,3.94,274.444,O
08-10-2009,HZS,3.92,266.994,O
09-10-2009,HZS,3.95,285.282,O
10-10-2009,HZS,3.825,240.259,O
11-10-2009,HZS,3.84,240.5,C
12-10-2009,HZS,3.75,211.258,O
13-10-2009,HZS,3.99,300.374,O
14-10-2009,HZS,4.675,606.211,O
15-10-2009,HZS,4.745,635.687,O
16-10-2009,HZS,4.425,476.893,O
17-10-2009,HZS,4.18,361.3,C
18-10-2009,HZS,3.98,287.3,C
19-10-2009,HZS,3.88,257.744,O
20-10-2009,HZS,3.755,219.969,O
21-10-2009,HZS,3.735,208.384,O
22-10-2009,HZS,3.775,222.968,O
23-10-2009,HZS,3.725,207.976,O
24-10-2009,HZS,3.73,208.637,O
25-10-2009,HZS,3.64,180.9,C
26-10-2009,HZS,3.75,215.07,O
27-10-2009,HZS,3.775,223.708,O
28-10-2009,HZS,3.68,194.197,O
29-10-2009,HZS,3.7,200.196,O
30-10-2009,HZS,3.725,208.413,O
31-10-2009,HZS,3.765,218.106,O
01-11-2009,HZS,3.73,206.7,C
02-11-2009,HZS,3.73,206.7,C
03-11-2009,HZS,3.65,181.441,O
04-11-2009,HZS,3.59,167.841,O
05-11-2009,HZS,3.622,178.271,O
06-11-2009,HZS,3.832,242.454,O
07-11-2009,HZS,3.865,254.148,O
08-11-2009,HZS,3.79,224.8,C
09-11-2009,HZS,4.14,345.808,O
10-11-2009,HZS,4.195,358.15,O
11-11-2009,HZS,4.125,350.928,O
12-11-2009,HZS,4.34,412.291,O
13-11-2009,HZS,3.898,265.018,O
14-11-2009,HZS,3.755,215.362,O
15-11-2009,HZS,3.74,209.6,C
16-11-2009,HZS,3.84,239.927,O
17-11-2009,HZS,3.83,235.867,O
18-11-2009,HZS,4,283.823,O
19-11-2009,HZS,3.832,230.72,O
20-11-2009,HZS,3.84,239.331,O
21-11-2009,HZS,3.915,269.753,O
22-11-2009,HZS,3.825,235.7,C
23-11-2009,HZS,3.85,247.831,O
24-11-2009,HZS,3.81,234.69,O
25-11-2009,HZS,3.74,212.603,O
26-11-2009,HZS,3.693,186.6,O
27-11-2009,HZS,3.74,202.243,O
28-11-2009,HZS,3.63,178.1,C
29-11-2009,HZS,3.67,189.3,C
30-11-2009,HZS,3.537,151.758,O
01-12-2009,HZS,3.48,139.547,O
02-12-2009,HZS,3.503,144.225,O
03-12-2009,HZS,3.463,132.378,O
04-12-2009,HZS,3.475,137.313,O
05-12-2009,HZS,3.57,162.573,O
06-12-2009,HZS,3.63,182.9,C
07-12-2009,HZS,3.57,162.102,O
08-12-2009,HZS,3.58,162.284,O
09-12-2009,HZS,3.505,144.966,O
10-12-2009,HZS,3.487,131.632,O
11-12-2009,HZS,3.435,117.304,O
12-12-2009,HZS,3.43,123.152,O
13-12-2009,HZS,3.455,137,C
14-12-2009,HZS,3.42,118.326,O
15-12-2009,HZS,3.45,129.817,O
16-12-2009,HZS,3.45,126.737,O
17-12-2009,HZS,3.345,104.81,O
18-12-2009,HZS,3.313,97.259,O
19-12-2009,HZS,3.345,105.116,O
20-12-2009,HZS,3.31,102.7,C
21-12-2009,HZS,3.315,97.761,O
22-12-2009,HZS,3.3,94.963,O
23-12-2009,HZS,3.34,104.964,O
24-12-2009,HZS,3.332,103.495,O
25-12-2009,HZS,3.285,97.17,C
26-12-2009,HZS,3.25,84.093,O
27-12-2009,HZS,3.33,107.2,C
28-12-2009,HZS,3.31,102.7,C
29-12-2009,HZS,3.49,141.238,O
30-12-2009,HZS,3.425,124.206,O
31-12-2009,HZS,3.435,127.691,O
01-01-2010,HZS,3.307,97.345,O
02-01-2010,HZS,3.305,95.606,O
03-01-2010,HZS,3.29,98.27,C
04-01-2010,HZS,3.25,80.697,O
05-01-2010,HZS,3.215,78.317,O
06-01-2010,HZS,3.215,77.154,O
07-01-2010,HZS,3.18,70.556,O
08-01-2010,HZS,3.128,59.28,O
09-01-2010,HZS,3.12,57.005,O
10-01-2010,HZS,3.05,50.65,C
11-01-2010,HZS,3.07,51.581,O
12-01-2010,HZS,3.015,41.811,O
13-01-2010,HZS,3.045,46.802,O
14-01-2010,HZS,2.975,38.18,C
15-01-2010,HZS,3.005,39.311,O
16-01-2010,HZS,2.997,37.848,O
17-01-2010,HZS,3.03,47.2,C
18-01-2010,HZS,3.068,49.896,O
19-01-2010,HZS,3.02,42.618,O
20-01-2010,HZS,3.045,47.233,O
21-01-2010,HZS,2.98,36.512,O
22-01-2010,HZS,3.092,51.152,O
23-01-2010,HZS,3.075,50.21,O
24-01-2010,HZS,3.08,55.98,C
25-01-2010,HZS,3.065,48.225,O
26-01-2010,HZS,3.05,50.65,C
27-01-2010,HZS,3.115,59.027,O
28-01-2010,HZS,3.015,41.727,O
29-01-2010,HZS,3.095,55.398,O
30-01-2010,HZS,3.07,48.926,O
31-01-2010,HZS,3.01,43.84,C
01-02-2010,HZS,3.085,53.033,O
02-02-2010,HZS,3.055,48.225,O
03-02-2010,HZS,2.985,34.954,O
04-02-2010,HZS,3.03,43.681,O
05-02-2010,HZS,3.01,40.116,O
06-02-2010,HZS,3.015,41.378,O
07-02-2010,HZS,3,42.2,C
08-02-2010,HZS,2.912,26.379,O
09-02-2010,HZS,2.9,25.489,O
10-02-2010,HZS,2.953,30.767,O
11-02-2010,HZS,2.9,25.078,O
12-02-2010,HZS,2.945,31.075,O
13-02-2010,HZS,3.015,42.163,O
14-02-2010,HZS,2.98,38.97,C
15-02-2010,HZS,2.938,29.99,O
16-02-2010,HZS,2.9,26.4,O
17-02-2010,HZS,2.9,25.725,O
18-02-2010,HZS,3.037,45.917,O
19-02-2010,HZS,2.96,34.021,O
20-02-2010,HZS,2.975,36.406,O
21-02-2010,HZS,3.09,57.8,C
22-02-2010,HZS,3.1,56.608,O
23-02-2010,HZS,3.085,54.08,O
24-02-2010,HZS,3.005,41.131,O
25-02-2010,HZS,3.11,58.123,O
26-02-2010,HZS,3.075,52.143,O
27-02-2010,HZS,3.04,48.92,C
28-02-2010,HZS,3.04,48.92,C
01-03-2010,HZS,3.05,46.883,O
02-03-2010,HZS,3.02,42.796,O
03-03-2010,HZS,2.945,31.769,O
04-03-2010,HZS,3.02,43.125,O
05-03-2010,HZS,3.02,44.805,O
06-03-2010,HZS,3.03,47.02,O
07-03-2010,HZS,3.035,48.06,C
08-03-2010,HZS,3.05,50.888,O
09-03-2010,HZS,3.043,49.107,O
10-03-2010,HZS,3.02,45.465,O
11-03-2010,HZS,2.96,36.11,O
12-03-2010,HZS,2.885,28.328,O
13-03-2010,HZS,2.91,30.487,O
14-03-2010,HZS,2.99,40.57,C
15-03-2010,HZS,2.98,39.949,O
16-03-2010,HZS,2.98,38.97,C
17-03-2010,HZS,2.995,44.717,O
18-03-2010,HZS,3.017,48.068,O
19-03-2010,HZS,3.017,48.487,O
20-03-2010,HZS,3.063,58.171,O
21-03-2010,HZS,2.96,35.83,C
22-03-2010,HZS,2.935,33.638,O
23-03-2010,HZS,3.11,67.476,O
24-03-2010,HZS,2.975,45.408,O
25-03-2010,HZS,3.08,61.744,O
26-03-2010,HZS,3.065,57.979,O
27-03-2010,HZS,3.085,62.985,O
28-03-2010,HZS,3.09,57.8,C
29-03-2010,HZS,2.92,33.91,O
30-03-2010,HZS,3.108,66.397,O
31-03-2010,HZS,3.072,60.923,O
01-04-2010,HZS,3.057,57.027,O
02-04-2010,HZS,3.1,59.64,C
03-04-2010,HZS,3.265,99.261,O
04-04-2010,HZS,3.12,63.38,C
05-04-2010,HZS,3.118,71.375,O
06-04-2010,HZS,3.09,62.15,O
07-04-2010,HZS,3.165,75.009,O
08-04-2010,HZS,3.06,59.16,O
09-04-2010,HZS,3.023,48.233,O
10-04-2010,HZS,3.102,65.914,O
11-04-2010,HZS,3.11,61.5,C
12-04-2010,HZS,3.01,48.957,O
13-04-2010,HZS,3.005,47.429,O
14-04-2010,HZS,3.015,44.68,C
15-04-2010,HZS,3.135,70.402,O
16-04-2010,HZS,3.273,103.51,O
17-04-2010,HZS,3.21,91.047,O
18-04-2010,HZS,3.205,80.15,C
19-04-2010,HZS,2.985,44.565,O
20-04-2010,HZS,3.025,51.553,O
21-04-2010,HZS,3.25,93.474,O
22-04-2010,HZS,3.18,80.572,O
23-04-2010,HZS,3.14,71.416,O
24-04-2010,HZS,3.265,100.2,O
25-04-2010,HZS,3.185,76.08,C
26-04-2010,HZS,3.28,110.447,O
27-04-2010,HZS,3.48,140.421,O
28-04-2010,HZS,3.28,109.92,O
29-04-2010,HZS,3.19,82.783,O
30-04-2010,HZS,3.235,95.132,O
01-05-2010,HZS,3.255,95.794,O
02-05-2010,HZS,3.205,80.15,C
03-05-2010,HZS,3.26,96.239,O
04-05-2010,HZS,3.325,111.948,O
05-05-2010,HZS,3.267,102.645,O
06-05-2010,HZS,3.13,72.453,O
07-05-2010,HZS,3.17,80.265,O
08-05-2010,HZS,3.118,64.88,O
09-05-2010,HZS,3.145,68.16,C
10-05-2010,HZS,3.21,88.537,O
11-05-2010,HZS,3.31,108.452,O
12-05-2010,HZS,3.178,79.072,O
13-05-2010,HZS,3.2,91.773,O
14-05-2010,HZS,3.105,63.291,O
15-05-2010,HZS,3.095,61.254,O
16-05-2010,HZS,3.05,50.65,C
17-05-2010,HZS,3.06,59.941,O
18-05-2010,HZS,3.065,60.167,O
19-05-2010,HZS,3.055,56.826,O
20-05-2010,HZS,3.15,72.562,O
21-05-2010,HZS,3.375,125.404,O
22-05-2010,HZS,3.49,143.273,O
23-05-2010,HZS,3.39,121.2,C
24-05-2010,HZS,3.22,89.826,O
25-05-2010,HZS,3.185,81.275,O
26-05-2010,HZS,3.28,104.29,O
27-05-2010,HZS,3.14,67.2,C
28-05-2010,HZS,3.2,86.105,O
29-05-2010,HZS,3.1,66.325,O
30-05-2010,HZS,3.125,64.33,C
31-05-2010,HZS,3.53,156.034,O
01-06-2010,HZS,3.155,77.869,O
02-06-2010,HZS,3.315,112.832,O
03-06-2010,HZS,3.305,106.229,O
04-06-2010,HZS,3.287,103.877,O
05-06-2010,HZS,3.755,220.305,O
06-06-2010,HZS,3.57,175.8,C
07-06-2010,HZS,3.585,176.622,O
08-06-2010,HZS,3.67,192.281,O
09-06-2010,HZS,3.52,154.676,O
10-06-2010,HZS,3.44,129.055,O
11-06-2010,HZS,3.345,117.072,O
12-06-2010,HZS,3.275,102.681,O
13-06-2010,HZS,3.21,87.86,C
14-06-2010,HZS,3.2,85.082,O
15-06-2010,HZS,3.16,78.93,O
16-06-2010,HZS,3.16,78.914,O
17-06-2010,HZS,3.11,68.822,O
18-06-2010,HZS,3.027,52.569,O
19-06-2010,HZS,2.953,39.01,O
20-06-2010,HZS,2.965,44.39,C
21-06-2010,HZS,2.93,38.101,O
22-06-2010,HZS,2.9,35.952,O
23-06-2010,HZS,2.92,39.443,O
24-06-2010,HZS,2.825,26.485,O
25-06-2010,HZS,2.81,24.147,O
26-06-2010,HZS,2.835,28.534,O
27-06-2010,HZS,2.83,26.38,C
28-06-2010,HZS,2.838,28.707,O
29-06-2010,HZS,2.855,29.676,O
30-06-2010,HZS,2.86,32.847,O
01-07-2010,HZS,2.82,25.111,O
02-07-2010,HZS,2.85,28.381,O
03-07-2010,HZS,2.785,22.744,O
04-07-2010,HZS,2.88,32.55,C
05-07-2010,HZS,2.84,29.27,O
06-07-2010,HZS,2.945,40.027,O
07-07-2010,HZS,2.96,43.291,O
08-07-2010,HZS,2.925,37.873,O
09-07-2010,HZS,3.013,54.539,O
10-07-2010,HZS,3.1,63.786,O
11-07-2010,HZS,3.12,70.31,C
12-07-2010,HZS,3.715,201.546,O
13-07-2010,HZS,3.675,195.583,O
14-07-2010,HZS,3.53,159.491,O
15-07-2010,HZS,3.322,111.245,O
16-07-2010,HZS,3.315,110.545,O
17-07-2010,HZS,3.165,86.149,O
18-07-2010,HZS,3.16,77.89,C
19-07-2010,HZS,3.08,60.258,O
20-07-2010,HZS,2.945,43.282,O
21-07-2010,HZS,3.023,57.494,O
22-07-2010,HZS,2.95,43.846,O
23-07-2010,HZS,2.9,36.421,O
24-07-2010,HZS,3,51.57,O
25-07-2010,HZS,3.16,77.89,C
26-07-2010,HZS,3.358,116.655,O
27-07-2010,HZS,3.46,142.634,O
28-07-2010,HZS,3.505,155.867,O
29-07-2010,HZS,3.495,143.43,O
30-07-2010,HZS,3.78,233.607,O
31-07-2010,HZS,4.443,471.615,O
01-08-2010,HZS,4.64,595.8,C
02-08-2010,HZS,4.57,534.822,O
03-08-2010,HZS,4.36,433.284,O
04-08-2010,HZS,3.95,292.46,O
05-08-2010,HZS,3.64,193.774,O
06-08-2010,HZS,3.575,166.235,O
07-08-2010,HZS,3.635,186.3,O
08-08-2010,HZS,3.7,214.4,C
09-08-2010,HZS,3.697,213.385,O
10-08-2010,HZS,3.652,189.645,O
11-08-2010,HZS,3.697,213.66,O
12-08-2010,HZS,3.67,198.318,O
13-08-2010,HZS,3.668,199.755,O
14-08-2010,HZS,3.57,168.998,O
15-08-2010,HZS,3.36,121.1,C
16-08-2010,HZS,3.275,103.074,O
17-08-2010,HZS,3.283,104.225,O
18-08-2010,HZS,3.275,100.337,O
19-08-2010,HZS,3.362,116.933,O
20-08-2010,HZS,3.45,140.053,O
21-08-2010,HZS,3.82,250.778,O
22-08-2010,HZS,3.88,273.6,C
23-08-2010,HZS,4.052,337.823,O
24-08-2010,HZS,4.08,366.602,O
25-08-2010,HZS,4.215,422.987,O
26-08-2010,HZS,4.262,444.033,O
27-08-2010,HZS,4.145,392.947,O
28-08-2010,HZS,3.94,310.35,O
29-08-2010,HZS,3.89,277.1,C
30-08-2010,HZS,3.71,220.264,O
31-08-2010,HZS,3.84,274.317,O
01-09-2010,HZS,3.86,286.709,O
02-09-2010,HZS,3.835,277.208,O
03-09-2010,HZS,3.98,315.018,O
04-09-2010,HZS,4,344.98,O
05-09-2010,HZS,4.01,320.6,C
06-09-2010,HZS,3.925,309.423,O
07-09-2010,HZS,3.72,230.946,O
08-09-2010,HZS,3.648,195.891,O
09-09-2010,HZS,3.63,190.898,O
10-09-2010,HZS,3.642,191.91,O
11-09-2010,HZS,3.68,208.2,C
12-09-2010,HZS,3.74,227,C
13-09-2010,HZS,3.96,301.408,O
14-09-2010,HZS,4.255,443.332,O
15-09-2010,HZS,4.11,364.82,O
16-09-2010,HZS,3.985,326.723,O
17-09-2010,HZS,3.84,276.335,O
18-09-2010,HZS,3.777,238.737,O
19-09-2010,HZS,3.7,214.4,C
20-09-2010,HZS,3.69,201.238,O
21-09-2010,HZS,3.655,194.327,O
22-09-2010,HZS,3.648,192.165,O
23-09-2010,HZS,3.745,241.485,O
24-09-2010,HZS,3.9,277.669,O
25-09-2010,HZS,4.44,482.325,O
26-09-2010,HZS,3.99,313.1,C
27-09-2010,HZS,3.94,311.898,O
28-09-2010,HZS,4,349.845,O
29-09-2010,HZS,3.81,255.207,O
30-09-2010,HZS,3.76,238.546,O
01-10-2010,HZS,3.86,257.406,O
02-10-2010,HZS,3.78,239.9,C
03-10-2010,HZS,3.67,205.2,C
04-10-2010,HZS,4.4,440.663,O
05-10-2010,HZS,4.73,643.696,O
06-10-2010,HZS,4.27,442.894,O
07-10-2010,HZS,3.905,313.059,O
08-10-2010,HZS,4.045,325.898,O
09-10-2010,HZS,3.945,309.825,O
10-10-2010,HZS,3.83,256.5,C
11-10-2010,HZS,3.838,285.786,O
12-10-2010,HZS,3.805,239.623,O
13-10-2010,HZS,3.69,196.862,O
14-10-2010,HZS,3.695,213.899,O
15-10-2010,HZS,3.765,235,C
16-10-2010,HZS,3.91,285.727,O
17-10-2010,HZS,3.845,261.6,C
18-10-2010,HZS,3.763,243.074,O
19-10-2010,HZS,3.67,210.778,O
20-10-2010,HZS,3.618,169.389,O
21-10-2010,HZS,3.572,163.155,O
22-10-2010,HZS,3.45,139.077,O
23-10-2010,HZS,3.493,153.87,O
24-10-2010,HZS,3.46,146,C
25-10-2010,HZS,3.535,157.976,O
26-10-2010,HZS,3.58,162.181,O
27-10-2010,HZS,3.56,160.603,O
28-10-2010,HZS,3.53,153.369,O
29-10-2010,HZS,5.145,971.517,O
30-10-2010,HZS,5,816.572,O
31-10-2010,HZS,4.22,403.6,C
01-11-2010,HZS,4.035,332.801,O
02-11-2010,HZS,4.13,394.761,O
03-11-2010,HZS,5.225,988.246,O
04-11-2010,HZS,5.33,1053.902,O
05-11-2010,HZS,5.24,929.7,C
06-11-2010,HZS,5.15,948.27,O
07-11-2010,HZS,6.03,1472,C
08-11-2010,HZS,5.88,1445.751,O
09-11-2010,HZS,5.495,1067.852,O
10-11-2010,HZS,5.11,850.577,O
11-11-2010,HZS,4.925,708.322,O
12-11-2010,HZS,5.325,982.791,O
13-11-2010,HZS,5.145,895.016,O
14-11-2010,HZS,5.4,1030,C
15-11-2010,HZS,5.045,735.567,O
16-11-2010,HZS,4.22,366.177,O
17-11-2010,HZS,4.15,374.9,C
18-11-2010,HZS,4.465,506.44,O
19-11-2010,HZS,4.49,516.7,O
20-11-2010,HZS,4.435,479.179,O
21-11-2010,HZS,4.22,403.6,C
22-11-2010,HZS,4.14,419.336,O
23-11-2010,HZS,3.96,316.508,O
24-11-2010,HZS,4.405,521.316,O
25-11-2010,HZS,4.305,441.381,O
26-11-2010,HZS,4.415,488.902,O
27-11-2010,HZS,4.13,374.244,O
28-11-2010,HZS,4.21,399.4,C
29-11-2010,HZS,3.94,303.217,O
30-11-2010,HZS,3.928,301.416,O
01-12-2010,HZS,3.88,282.022,O
02-12-2010,HZS,3.935,302.287,O
03-12-2010,HZS,4.04,322.403,O
04-12-2010,HZS,3.935,301.407,O
05-12-2010,HZS,4.03,329.9,C
06-12-2010,HZS,3.89,282.8,O
07-12-2010,HZS,3.865,261.669,O
08-12-2010,HZS,3.795,241.469,O
09-12-2010,HZS,3.73,230.08,O
10-12-2010,HZS,3.68,212.706,O
11-12-2010,HZS,3.605,185.674,O
12-12-2010,HZS,3.55,173.4,C
13-12-2010,HZS,3.497,155.88,O
14-12-2010,HZS,3.425,132.735,O
15-12-2010,HZS,3.458,145.735,O
16-12-2010,HZS,3.445,138.808,O
17-12-2010,HZS,3.54,170.6,C
18-12-2010,HZS,3.5,155.433,O
19-12-2010,HZS,3.495,158.3,C
20-12-2010,HZS,3.49,155.255,O
21-12-2010,HZS,3.425,130.107,O
22-12-2010,HZS,3.425,138.722,O
23-12-2010,HZS,3.428,141.231,O
24-12-2010,HZS,3.4,134.552,O
25-12-2010,HZS,3.35,121.5,C
26-12-2010,HZS,3.37,126.3,C
27-12-2010,HZS,3.34,116.68,O
28-12-2010,HZS,3.4,132.898,O
29-12-2010,HZS,3.365,118.613,O
30-12-2010,HZS,3.355,117.882,O
31-12-2010,HZS,3.34,114.729,O
01-01-2011,HZS,3.255,94.873,O
02-01-2011,HZS,3.18,83.9,C
03-01-2011,HZS,3.245,92.663,O
04-01-2011,HZS,3.18,84.347,O
05-01-2011,HZS,3.13,74.573,O
06-01-2011,HZS,3.05,61.128,O
07-01-2011,HZS,3.15,80.069,O
08-01-2011,HZS,3.05,60.405,O
09-01-2011,HZS,3.08,64.7,C
10-01-2011,HZS,3.075,63.949,O
11-01-2011,HZS,3.045,58.149,O
12-01-2011,HZS,2.995,48.655,O
13-01-2011,HZS,3.003,50.096,O
14-01-2011,HZS,2.97,46.16,C
15-01-2011,HZS,2.87,31.062,O
16-01-2011,HZS,3.065,62.01,C
