Day,Data Type,Mean Gauge (m),Discharge (cumecs),Observed/Computed
14-11-2012,HZS,3.39,122.347,O
15-11-2012,HZS,3.34,112.269,O
16-11-2012,HZS,3.33,111.557,O
17-11-2012,HZS,3.3,103.003,O
18-11-2012,HZS,3.25,95.956,O
19-11-2012,HZS,3.26,97.129,O
20-11-2012,HZS,3.3,106.684,O
21-11-2012,HZS,3.25,75.132,O
22-11-2012,HZS,3.33,111.632,O
23-11-2012,HZS,3.34,105.938,O
24-11-2012,HZS,3.36,115.184,O
25-11-2012,HZS,3.41,125.179,O
26-11-2012,HZS,3.37,117.363,O
27-11-2012,HZS,3.44,132.142,O
28-11-2012,HZS,3.44,133.105,O
29-11-2012,HZS,3.31,108.068,O
30-11-2012,HZS,3.31,108.609,O
01-12-2012,HZS,3.3,106.204,O
02-12-2012,HZS,3.35,113.694,O
03-12-2012,HZS,3.29,105.137,O
04-12-2012,HZS,3.3,106.714,O
05-12-2012,HZS,3.35,114.738,O
06-12-2012,HZS,3.43,130.509,O
07-12-2012,HZS,3.49,148.833,O
08-12-2012,HZS,3.36,116.863,O
09-12-2012,HZS,4.2,416.266,O
10-12-2012,HZS,4.6,618.647,O
11-12-2012,HZS,3.86,263.746,O
12-12-2012,HZS,3.48,155.175,O
13-12-2012,HZS,3.33,112.889,O
14-12-2012,HZS,3.29,106.397,O
15-12-2012,HZS,3.2,84.73,O
16-12-2012,HZS,3.3,106.926,O
17-12-2012,HZS,3.245,95.893,O
18-12-2012,HZS,3.28,104.22,O
19-12-2012,HZS,3.23,93.739,O
20-12-2012,HZS,3.19,85.277,O
21-12-2012,HZS,3.18,84.094,O
22-12-2012,HZS,3.15,80.327,O
23-12-2012,HZS,3.16,81.201,O
24-12-2012,HZS,3.19,85.12,O
25-12-2012,HZS,3.16,81.213,O
26-12-2012,HZS,3.11,68.45,O
27-12-2012,HZS,3.09,65.406,O
28-12-2012,HZS,3.16,81.382,O
29-12-2012,HZS,3.11,68.668,O
30-12-2012,HZS,3.1,67.584,O
31-12-2012,HZS,3.13,70.501,O
01-01-2013,HZS,3.16,81.348,O
02-01-2013,HZS,3.16,81.531,O
03-01-2013,HZS,3.18,84.43,O
04-01-2013,HZS,3.08,64.686,O
05-01-2013,HZS,2.985,52.397,O
06-01-2013,HZS,2.91,45.63,O
07-01-2013,HZS,2.86,39.06,O
08-01-2013,HZS,2.83,38.874,O
09-01-2013,HZS,2.815,37.735,O
10-01-2013,HZS,2.825,38.345,O
11-01-2013,HZS,2.82,38.021,O
12-01-2013,HZS,2.905,45.059,O
13-01-2013,HZS,2.947,49.746,O
14-01-2013,HZS,2.98,55.09,C
15-01-2013,HZS,2.95,49.082,O
16-01-2013,HZS,2.832,38.385,O
17-01-2013,HZS,3,55.024,O
18-01-2013,HZS,2.96,50.192,O
19-01-2013,HZS,2.88,40.18,O
20-01-2013,HZS,2.825,38.82,C
21-01-2013,HZS,2.795,33.853,O
22-01-2013,HZS,2.8,34.117,O
23-01-2013,HZS,2.81,36.066,O
24-01-2013,HZS,2.79,33.064,O
25-01-2013,HZS,2.76,32.62,C
26-01-2013,HZS,2.78,34.48,C
27-01-2013,HZS,2.8,36.38,C
28-01-2013,HZS,2.76,30.712,O
29-01-2013,HZS,2.75,31.872,O
30-01-2013,HZS,2.73,28.84,O
31-01-2013,HZS,2.72,28.036,O
01-02-2013,HZS,2.77,31.635,O
02-02-2013,HZS,2.725,28.348,O
03-02-2013,HZS,2.71,28.11,C
04-02-2013,HZS,2.75,30.451,O
05-02-2013,HZS,2.71,27.657,O
06-02-2013,HZS,2.71,27.366,O
07-02-2013,HZS,2.71,27.545,O
08-02-2013,HZS,2.71,27.491,O
09-02-2013,HZS,2.695,26.425,O
10-02-2013,HZS,2.72,28.99,C
11-02-2013,HZS,2.725,28.445,O
12-02-2013,HZS,2.71,27.403,O
13-02-2013,HZS,2.68,25.697,O
14-02-2013,HZS,3.09,65.633,O
15-02-2013,HZS,3,55.71,O
16-02-2013,HZS,3.07,63.259,O
17-02-2013,HZS,3.255,98.064,O
18-02-2013,HZS,3.4,132.581,O
19-02-2013,HZS,3.33,115.435,O
20-02-2013,HZS,3.35,121.523,O
21-02-2013,HZS,3.27,104.177,O
22-02-2013,HZS,3.09,65.904,O
23-02-2013,HZS,2.97,52.33,O
24-02-2013,HZS,2.91,47.49,C
25-02-2013,HZS,2.78,32.244,O
26-02-2013,HZS,2.79,33.221,O
27-02-2013,HZS,2.75,30.42,O
28-02-2013,HZS,2.71,29.181,O
01-03-2013,HZS,2.68,26.457,O
02-03-2013,HZS,2.71,29.373,O
03-03-2013,HZS,2.71,28.11,C
04-03-2013,HZS,2.7,28.438,O
05-03-2013,HZS,2.69,27.723,O
06-03-2013,HZS,2.69,27.421,O
07-03-2013,HZS,2.66,24.907,O
08-03-2013,HZS,2.64,24.077,O
09-03-2013,HZS,2.63,23.306,O
10-03-2013,HZS,2.61,19.86,C
11-03-2013,HZS,2.61,22.212,O
12-03-2013,HZS,2.87,39.509,O
13-03-2013,HZS,2.84,37.691,O
14-03-2013,HZS,2.78,32.48,O
15-03-2013,HZS,2.73,29.182,O
16-03-2013,HZS,2.71,27.738,O
17-03-2013,HZS,2.61,19.86,C
18-03-2013,HZS,2.65,24.46,O
19-03-2013,HZS,2.59,21.12,O
20-03-2013,HZS,2.6,21.748,O
21-03-2013,HZS,2.6,20.693,O
22-03-2013,HZS,2.58,17.308,O
23-03-2013,HZS,2.59,18.375,O
24-03-2013,HZS,2.56,16.13,C
25-03-2013,HZS,2.56,15.853,O
26-03-2013,HZS,2.565,16.259,O
27-03-2013,HZS,2.54,14.643,O
28-03-2013,HZS,2.54,14.419,O
29-03-2013,HZS,2.7,27.24,C
30-03-2013,HZS,2.71,27.701,O
31-03-2013,HZS,2.65,23.04,C
01-04-2013,HZS,2.63,23.296,O
02-04-2013,HZS,2.61,21.967,O
03-04-2013,HZS,2.6,20.077,O
04-04-2013,HZS,2.61,21.343,O
05-04-2013,HZS,2.64,23.983,O
06-04-2013,HZS,2.59,18.552,O
07-04-2013,HZS,2.57,16.85,C
08-04-2013,HZS,2.84,36.608,O
09-04-2013,HZS,2.83,35.283,O
10-04-2013,HZS,2.78,31.222,O
11-04-2013,HZS,2.74,30.78,C
12-04-2013,HZS,2.69,26.079,O
13-04-2013,HZS,2.68,25.505,O
14-04-2013,HZS,2.62,20.64,C
15-04-2013,HZS,2.62,22.858,O
16-04-2013,HZS,2.62,21.589,O
17-04-2013,HZS,2.64,27.887,O
18-04-2013,HZS,2.65,25.027,O
19-04-2013,HZS,2.65,25.689,O
20-04-2013,HZS,2.61,21.615,O
21-04-2013,HZS,2.57,16.85,C
22-04-2013,HZS,2.57,15.916,O
23-04-2013,HZS,2.59,18.436,O
24-04-2013,HZS,2.59,18.33,C
25-04-2013,HZS,2.59,18.646,O
26-04-2013,HZS,2.58,17.958,O
27-04-2013,HZS,2.57,16.479,O
28-04-2013,HZS,2.57,16.85,C
29-04-2013,HZS,2.59,18.774,O
30-04-2013,HZS,2.56,15.837,O
01-05-2013,HZS,2.56,15.676,O
02-05-2013,HZS,2.555,15.103,O
03-05-2013,HZS,2.54,14.067,O
04-05-2013,HZS,2.55,14.205,O
05-05-2013,HZS,2.6,19.09,C
06-05-2013,HZS,2.6,19.806,O
07-05-2013,HZS,2.61,20.115,O
08-05-2013,HZS,2.6,19.711,O
09-05-2013,HZS,2.56,15.937,O
10-05-2013,HZS,2.56,15.419,O
11-05-2013,HZS,2.54,14.137,O
12-05-2013,HZS,2.54,14.72,C
13-05-2013,HZS,2.665,25.932,O
14-05-2013,HZS,2.59,18.807,O
15-05-2013,HZS,2.6,19.34,O
16-05-2013,HZS,2.55,14.336,O
17-05-2013,HZS,2.6,19.315,O
18-05-2013,HZS,2.56,15.944,O
19-05-2013,HZS,2.56,16.13,C
20-05-2013,HZS,2.55,14.233,O
21-05-2013,HZS,2.55,14.31,O
22-05-2013,HZS,2.55,14.287,O
23-05-2013,HZS,2.54,13.891,O
24-05-2013,HZS,2.54,13.691,O
25-05-2013,HZS,2.63,21.43,C
26-05-2013,HZS,2.59,18.33,C
27-05-2013,HZS,2.59,18.889,O
28-05-2013,HZS,2.56,15.981,O
29-05-2013,HZS,2.55,14.153,O
30-05-2013,HZS,2.54,13.511,O
31-05-2013,HZS,2.56,15.911,O
01-06-2013,HZS,2.975,54.395,O
02-06-2013,HZS,2.84,46.49,C
03-06-2013,HZS,2.695,26.51,O
04-06-2013,HZS,2.67,26.277,O
05-06-2013,HZS,2.69,26.017,O
06-06-2013,HZS,2.65,24.716,O
07-06-2013,HZS,2.62,21.526,O
08-06-2013,HZS,2.59,18.589,O
09-06-2013,HZS,2.57,15.05,C
10-06-2013,HZS,2.58,17.224,O
11-06-2013,HZS,2.58,17.452,O
12-06-2013,HZS,2.625,21.982,O
13-06-2013,HZS,2.64,23.277,O
14-06-2013,HZS,2.63,22.434,O
15-06-2013,HZS,2.625,21.867,O
16-06-2013,HZS,2.6,17.78,C
17-06-2013,HZS,2.59,18.236,O
18-06-2013,HZS,2.59,18.259,O
19-06-2013,HZS,2.58,17.949,O
20-06-2013,HZS,2.6,19.835,O
21-06-2013,HZS,2.62,21.608,O
22-06-2013,HZS,2.63,22.788,O
23-06-2013,HZS,2.62,19.7,C
24-06-2013,HZS,2.595,19.228,O
25-06-2013,HZS,3.12,70.264,O
26-06-2013,HZS,3.265,100.117,O
27-06-2013,HZS,3.52,162.824,O
28-06-2013,HZS,5,878.463,O
29-06-2013,HZS,5.28,978.696,O
30-06-2013,HZS,5.07,973.188,O
01-07-2013,HZS,4.17,416.297,O
02-07-2013,HZS,3.6,194.087,O
03-07-2013,HZS,3.47,136.615,O
04-07-2013,HZS,3.55,164.774,O
05-07-2013,HZS,3.43,130.622,O
06-07-2013,HZS,5.625,1240.474,O
07-07-2013,HZS,5.02,770.6,C
08-07-2013,HZS,4.64,604.439,O
09-07-2013,HZS,5.28,997.115,O
10-07-2013,HZS,4.765,674.422,O
11-07-2013,HZS,4.17,415.102,O
12-07-2013,HZS,3.92,294.761,O
13-07-2013,HZS,4.09,390.172,O
14-07-2013,HZS,4.41,512.165,O
15-07-2013,HZS,4.43,522.538,O
16-07-2013,HZS,4.495,558.484,O
17-07-2013,HZS,4.255,440.269,O
18-07-2013,HZS,4.105,387.353,O
19-07-2013,HZS,4.485,542.465,O
20-07-2013,HZS,4.33,484.74,O
21-07-2013,HZS,5.05,834.605,O
22-07-2013,HZS,5.145,905.891,O
23-07-2013,HZS,4.555,573.088,O
24-07-2013,HZS,5.145,905.891,O
25-07-2013,HZS,4.7,644.263,O
26-07-2013,HZS,5.78,1194,C
27-07-2013,HZS,7.03,2063,C
28-07-2013,HZS,7.26,2246,C
29-07-2013,HZS,6.8,1887,C
30-07-2013,HZS,6.19,1456,C
31-07-2013,HZS,5.95,1300,C
01-08-2013,HZS,4.535,561.704,O
02-08-2013,HZS,5.62,1244.571,O
03-08-2013,HZS,7.75,2657,C
04-08-2013,HZS,8.5,3346,C
05-08-2013,HZS,8.57,3414,C
06-08-2013,HZS,7.16,2165,C
07-08-2013,HZS,6.2,1462,C
08-08-2013,HZS,5.24,986.103,O
09-08-2013,HZS,4.91,716.2,C
10-08-2013,HZS,4.85,727.962,O
11-08-2013,HZS,4.48,520.7,C
12-08-2013,HZS,4.08,381.96,O
13-08-2013,HZS,4.095,398.039,O
14-08-2013,HZS,4.24,421.395,O
15-08-2013,HZS,4.23,420,C
16-08-2013,HZS,4.01,345.993,O
17-08-2013,HZS,4.02,350.827,O
18-08-2013,HZS,4.07,360.6,C
19-08-2013,HZS,3.97,325.558,O
20-08-2013,HZS,3.97,324.612,O
21-08-2013,HZS,3.98,334.439,O
22-08-2013,HZS,3.915,306.088,O
23-08-2013,HZS,3.98,336.706,O
24-08-2013,HZS,3.79,277.978,O
25-08-2013,HZS,3.8,269.6,C
26-08-2013,HZS,3.89,302.607,O
27-08-2013,HZS,3.8,280.015,O
28-08-2013,HZS,3.86,296.503,O
29-08-2013,HZS,3.74,250.735,O
30-08-2013,HZS,3.76,257.856,O
31-08-2013,HZS,3.74,251.441,O
01-09-2013,HZS,4.125,380.5,C
02-09-2013,HZS,3.99,342.389,O
03-09-2013,HZS,3.9,306.35,O
04-09-2013,HZS,4.2,422.086,O
05-09-2013,HZS,4.385,505.698,O
06-09-2013,HZS,4.02,353.561,O
07-09-2013,HZS,4.135,393.58,O
08-09-2013,HZS,3.93,311.9,C
09-09-2013,HZS,4.22,416.1,C
10-09-2013,HZS,4.72,658.422,O
11-09-2013,HZS,4.33,476.471,O
12-09-2013,HZS,3.98,336.13,O
13-09-2013,HZS,4.35,482.455,O
14-09-2013,HZS,4.775,689.335,O
15-09-2013,HZS,4.31,451.2,C
16-09-2013,HZS,4.03,357.219,O
17-09-2013,HZS,3.78,266.566,O
18-09-2013,HZS,3.69,234.569,O
19-09-2013,HZS,3.62,206.89,O
20-09-2013,HZS,3.62,206.065,O
21-09-2013,HZS,3.66,217.846,O
22-09-2013,HZS,3.6,209.9,C
23-09-2013,HZS,3.58,192.296,O
24-09-2013,HZS,4.55,570.049,O
25-09-2013,HZS,4.035,361.815,O
26-09-2013,HZS,3.685,232.588,O
27-09-2013,HZS,3.63,209.115,O
28-09-2013,HZS,3.63,209.597,O
29-09-2013,HZS,3.57,201.5,C
30-09-2013,HZS,3.57,185.137,O
01-10-2013,HZS,3.54,173.468,O
02-10-2013,HZS,3.505,183.9,C
03-10-2013,HZS,3.8,286.36,O
04-10-2013,HZS,3.63,209.649,O
05-10-2013,HZS,3.56,181.827,O
06-10-2013,HZS,3.53,190.6,C
07-10-2013,HZS,3.5,163.241,O
08-10-2013,HZS,3.43,141.137,O
09-10-2013,HZS,3.545,169.401,O
10-10-2013,HZS,3.63,208.129,O
11-10-2013,HZS,3.65,214.862,O
12-10-2013,HZS,3.61,203.702,O
13-10-2013,HZS,3.53,190.6,C
14-10-2013,HZS,3.5,164.69,O
15-10-2013,HZS,3.58,190.92,O
16-10-2013,HZS,3.53,190.6,C
17-10-2013,HZS,3.57,184.507,O
18-10-2013,HZS,3.89,304.228,O
19-10-2013,HZS,3.9,307.755,O
20-10-2013,HZS,3.72,244.9,C
21-10-2013,HZS,4.375,491.764,O
22-10-2013,HZS,4.26,440.287,O
23-10-2013,HZS,4,349.866,O
24-10-2013,HZS,3.83,290.989,O
25-10-2013,HZS,4.1,381.465,O
26-10-2013,HZS,3.875,296.909,O
27-10-2013,HZS,3.79,266.5,C
28-10-2013,HZS,3.65,216.73,O
29-10-2013,HZS,3.58,189.535,O
30-10-2013,HZS,3.572,193.589,O
31-10-2013,HZS,3.5,167.851,O
01-11-2013,HZS,3.5,168.904,O
02-11-2013,HZS,3.6,209.9,C
03-11-2013,HZS,3.55,196,C
04-11-2013,HZS,3.58,190.67,O
05-11-2013,HZS,3.61,201.658,O
06-11-2013,HZS,3.7,234.286,O
07-11-2013,HZS,3.695,234.471,O
08-11-2013,HZS,3.61,207.299,O
09-11-2013,HZS,3.59,195.412,O
10-11-2013,HZS,3.55,196,C
11-11-2013,HZS,3.545,172.159,O
12-11-2013,HZS,3.51,167.505,O
13-11-2013,HZS,3.58,190.504,O
14-11-2013,HZS,3.57,185.456,O
15-11-2013,HZS,3.57,201.5,C
16-11-2013,HZS,3.58,189.619,O
17-11-2013,HZS,3.66,227.1,C
18-11-2013,HZS,3.81,286.236,O
19-11-2013,HZS,3.88,299.421,O
20-11-2013,HZS,3.895,310.794,O
21-11-2013,HZS,3.795,277.139,O
22-11-2013,HZS,3.64,212.714,O
23-11-2013,HZS,3.53,170.754,O
24-11-2013,HZS,3.55,196,C
25-11-2013,HZS,4.465,529.674,O
26-11-2013,HZS,4.185,418.607,O
27-11-2013,HZS,3.79,277.165,O
28-11-2013,HZS,3.54,172.663,O
29-11-2013,HZS,3.505,167.8,O
30-11-2013,HZS,3.41,137.416,O
01-12-2013,HZS,3.42,128.9,C
02-12-2013,HZS,3.38,127.518,O
03-12-2013,HZS,3.35,120.34,O
04-12-2013,HZS,3.37,125.243,O
05-12-2013,HZS,3.36,122.66,O
06-12-2013,HZS,3.31,96.603,O
07-12-2013,HZS,3.32,99.107,O
08-12-2013,HZS,3.29,100.4,C
09-12-2013,HZS,3.23,82.567,O
10-12-2013,HZS,3.245,88.823,O
11-12-2013,HZS,3.23,83.703,O
12-12-2013,HZS,3.2,77.674,O
13-12-2013,HZS,3.18,73.617,O
14-12-2013,HZS,3.17,72.945,O
15-12-2013,HZS,3.15,74.35,C
16-12-2013,HZS,3.175,75.385,O
17-12-2013,HZS,3.17,73.21,O
18-12-2013,HZS,3.11,70.854,O
19-12-2013,HZS,3.15,74.525,O
20-12-2013,HZS,3.19,77.99,O
21-12-2013,HZS,3.09,69.082,O
22-12-2013,HZS,3.09,64.59,C
23-12-2013,HZS,3.09,68.022,O
24-12-2013,HZS,3.11,70.418,O
25-12-2013,HZS,3.09,64.59,C
26-12-2013,HZS,3.05,61.599,O
27-12-2013,HZS,3.06,65.62,O
28-12-2013,HZS,3.06,65.52,O
29-12-2013,HZS,3.06,60.01,C
30-12-2013,HZS,3.05,61.32,O
31-12-2013,HZS,3.06,65.749,O
01-01-2014,HZS,3.07,69.585,O
02-01-2014,HZS,3.05,61.576,O
03-01-2014,HZS,3.06,65.585,O
04-01-2014,HZS,3.04,56.318,O
05-01-2014,HZS,3,51.46,C
06-01-2014,HZS,3.03,58.547,O
07-01-2014,HZS,2.93,46.541,O
08-01-2014,HZS,2.91,45.206,O
09-01-2014,HZS,2.93,49.236,O
10-01-2014,HZS,2.86,38.556,O
11-01-2014,HZS,2.85,36.411,O
12-01-2014,HZS,2.82,30.34,C
13-01-2014,HZS,2.82,32.334,O
14-01-2014,HZS,2.84,32.36,C
15-01-2014,HZS,2.8,30.028,O
16-01-2014,HZS,2.84,34.529,O
17-01-2014,HZS,2.82,32.135,O
18-01-2014,HZS,2.8,29.871,O
19-01-2014,HZS,2.86,34.46,C
20-01-2014,HZS,2.82,32.246,O
21-01-2014,HZS,2.85,37.195,O
22-01-2014,HZS,2.86,38.687,O
23-01-2014,HZS,2.86,38.178,O
24-01-2014,HZS,2.85,37.405,O
25-01-2014,HZS,2.87,39.608,O
26-01-2014,HZS,2.86,34.46,C
27-01-2014,HZS,2.93,47.995,O
28-01-2014,HZS,2.915,39.536,O
29-01-2014,HZS,2.875,37.217,O
30-01-2014,HZS,2.84,33.341,O
31-01-2014,HZS,2.85,33.967,O
01-02-2014,HZS,2.86,34.511,O
02-02-2014,HZS,2.78,26.52,C
03-02-2014,HZS,2.785,29.665,O
04-02-2014,HZS,2.75,24.369,O
05-02-2014,HZS,2.75,24.451,O
06-02-2014,HZS,2.74,23.956,O
07-02-2014,HZS,2.72,23.283,O
08-02-2014,HZS,2.7,22.401,O
09-02-2014,HZS,2.67,17.56,C
10-02-2014,HZS,2.65,16.17,D
11-02-2014,HZS,2.635,19.276,O
12-02-2014,HZS,2.67,17.56,C
13-02-2014,HZS,2.645,17.231,O
14-02-2014,HZS,2.65,17.557,O
15-02-2014,HZS,2.64,16.819,O
16-02-2014,HZS,2.64,15.49,C
17-02-2014,HZS,2.62,12.507,O
18-02-2014,HZS,2.63,12.693,O
19-02-2014,HZS,2.64,13.492,O
20-02-2014,HZS,2.87,36.221,O
21-02-2014,HZS,2.81,27.048,O
22-02-2014,HZS,2.885,37.944,O
23-02-2014,HZS,2.92,41.25,C
24-02-2014,HZS,2.935,41.551,O
25-02-2014,HZS,2.94,42.044,O
26-02-2014,HZS,2.93,40.768,O
27-02-2014,HZS,2.91,40.07,C
28-02-2014,HZS,2.87,35.362,O
01-03-2014,HZS,2.835,30.37,O
02-03-2014,HZS,2.81,29.35,C
03-03-2014,HZS,2.82,29.079,O
04-03-2014,HZS,2.905,39.685,O
05-03-2014,HZS,2.85,32.431,O
06-03-2014,HZS,2.81,28.424,O
07-03-2014,HZS,2.76,23.54,O
08-03-2014,HZS,2.82,29.207,O
09-03-2014,HZS,2.83,31.34,C
10-03-2014,HZS,2.803,26.897,O
11-03-2014,HZS,2.745,22.473,O
12-03-2014,HZS,2.76,23.16,O
13-03-2014,HZS,2.74,22.077,O
14-03-2014,HZS,2.74,22.06,O
15-03-2014,HZS,2.73,21.6,O
16-03-2014,HZS,2.73,22.18,C
17-03-2014,HZS,2.735,21.929,O
18-03-2014,HZS,2.665,14.845,O
19-03-2014,HZS,2.77,24.056,O
20-03-2014,HZS,2.775,24.683,O
21-03-2014,HZS,2.915,39.831,O
22-03-2014,HZS,2.99,49.154,O
23-03-2014,HZS,3.04,57.07,C
24-03-2014,HZS,3.037,54.266,O
25-03-2014,HZS,3,51.845,O
26-03-2014,HZS,2.955,45.965,O
27-03-2014,HZS,2.99,50.628,O
28-03-2014,HZS,2.93,40.674,O
29-03-2014,HZS,2.95,44.36,O
30-03-2014,HZS,2.95,44.92,C
31-03-2014,HZS,2.93,42.45,C
01-04-2014,HZS,2.93,40.599,O
02-04-2014,HZS,2.9,38.256,O
03-04-2014,HZS,2.8,26.383,O
04-04-2014,HZS,2.785,25.08,O
05-04-2014,HZS,2.8,26.451,O
06-04-2014,HZS,2.74,23.01,C
07-04-2014,HZS,2.71,20.34,O
08-04-2014,HZS,2.71,20.447,O
09-04-2014,HZS,2.7,19.747,O
10-04-2014,HZS,2.68,17.487,O
11-04-2014,HZS,2.69,18.879,O
12-04-2014,HZS,2.68,17.587,O
13-04-2014,HZS,2.97,47.47,C
14-04-2014,HZS,2.85,33.4,C
15-04-2014,HZS,2.895,37.994,O
16-04-2014,HZS,2.855,33.283,O
17-04-2014,HZS,2.995,50.844,O
18-04-2014,HZS,2.98,48.78,C
19-04-2014,HZS,2.99,50.123,O
20-04-2014,HZS,3.01,52.83,C
21-04-2014,HZS,3.075,59.626,O
22-04-2014,HZS,3.15,73.279,O
23-04-2014,HZS,3.13,71.123,O
24-04-2014,HZS,3.09,64.59,C
25-04-2014,HZS,3.05,57.069,O
26-04-2014,HZS,3,51.608,O
27-04-2014,HZS,3.06,60.01,C
28-04-2014,HZS,3.095,67.49,O
29-04-2014,HZS,3.045,55.548,O
30-04-2014,HZS,3.09,65.273,O
01-05-2014,HZS,3.03,53.84,O
02-05-2014,HZS,2.828,29.678,O
03-05-2014,HZS,2.905,37.9,O
04-05-2014,HZS,2.89,37.76,C
05-05-2014,HZS,2.93,39.677,O
06-05-2014,HZS,3.05,55.82,O
07-05-2014,HZS,3,51.335,O
08-05-2014,HZS,2.995,50.448,O
09-05-2014,HZS,3.08,62.943,O
10-05-2014,HZS,3.05,55.175,O
11-05-2014,HZS,3.25,92.48,C
12-05-2014,HZS,3.13,71.141,O
13-05-2014,HZS,2.98,49.562,O
14-05-2014,HZS,2.92,41.25,C
15-05-2014,HZS,2.88,36.682,O
16-05-2014,HZS,2.93,39.317,O
17-05-2014,HZS,2.85,33.593,O
18-05-2014,HZS,2.83,31.34,C
19-05-2014,HZS,2.77,23.945,O
20-05-2014,HZS,2.8,26.085,O
21-05-2014,HZS,3.115,70.428,O
22-05-2014,HZS,3.06,56.57,O
23-05-2014,HZS,3.13,71.522,O
24-05-2014,HZS,3.07,57.638,O
25-05-2014,HZS,3.02,54.22,C
26-05-2014,HZS,3.05,55.776,O
27-05-2014,HZS,2.99,50.705,O
28-05-2014,HZS,3.06,56.312,O
29-05-2014,HZS,3.185,73.504,O
30-05-2014,HZS,3.335,113.883,O
31-05-2014,HZS,3.155,71.384,O
01-06-2014,HZS,3.14,80.96,C
02-06-2014,HZS,3.205,79.65,O
03-06-2014,HZS,3.36,121.355,O
04-06-2014,HZS,3.365,123.444,O
05-06-2014,HZS,3.405,138.246,O
06-06-2014,HZS,3.22,82.701,O
07-06-2014,HZS,3.08,61.894,O
08-06-2014,HZS,2.97,50.04,C
09-06-2014,HZS,2.9,38.427,O
10-06-2014,HZS,2.85,32.204,O
11-06-2014,HZS,2.84,31.743,O
12-06-2014,HZS,2.845,33.021,O
13-06-2014,HZS,2.72,20.859,O
14-06-2014,HZS,2.65,10.21,D
15-06-2014,HZS,2.75,19.88,C
16-06-2014,HZS,2.75,23.872,O
17-06-2014,HZS,2.715,20.118,O
18-06-2014,HZS,2.75,23.607,O
19-06-2014,HZS,2.71,19.713,O
20-06-2014,HZS,2.69,17.475,O
21-06-2014,HZS,2.74,22.725,O
22-06-2014,HZS,2.66,11.06,C
23-06-2014,HZS,2.775,25.702,O
24-06-2014,HZS,3.04,54.392,O
25-06-2014,HZS,3.355,121.167,O
26-06-2014,HZS,3.46,148.727,O
27-06-2014,HZS,3.53,161.315,O
28-06-2014,HZS,3.41,140.266,O
29-06-2014,HZS,3.3,115.6,C
30-06-2014,HZS,3.5,154.305,O
01-07-2014,HZS,3.595,191.881,O
02-07-2014,HZS,3.35,120.275,O
03-07-2014,HZS,3.15,72.097,O
04-07-2014,HZS,3.15,72.437,O
05-07-2014,HZS,3.08,61.215,O
06-07-2014,HZS,3.04,62.01,C
07-07-2014,HZS,3.11,64.194,O
08-07-2014,HZS,3.16,73.419,O
09-07-2014,HZS,3.12,66.021,O
10-07-2014,HZS,2.97,48.643,O
11-07-2014,HZS,2.97,48.322,O
12-07-2014,HZS,2.91,38.086,O
13-07-2014,HZS,2.93,43.7,C
14-07-2014,HZS,2.85,32.826,O
15-07-2014,HZS,2.87,34.594,O
16-07-2014,HZS,2.9,37.779,O
17-07-2014,HZS,2.9,37.741,O
18-07-2014,HZS,4.535,556.742,O
19-07-2014,HZS,4.415,505.956,O
20-07-2014,HZS,4.65,595.7,C
21-07-2014,HZS,4.2,419.96,O
22-07-2014,HZS,4.88,730.682,O
23-07-2014,HZS,5,803.922,O
24-07-2014,HZS,5.075,832.658,O
25-07-2014,HZS,5.28,971.125,O
26-07-2014,HZS,5.4,1057.717,O
27-07-2014,HZS,5.5,1049,C
28-07-2014,HZS,5.325,1012.878,O
29-07-2014,HZS,4.59,567.9,C
30-07-2014,HZS,4.2,421.427,O
31-07-2014,HZS,4.32,463.502,O
01-08-2014,HZS,4.3,450.994,O
02-08-2014,HZS,4.33,472.176,O
03-08-2014,HZS,5.28,921.6,C
04-08-2014,HZS,5.565,1166.277,O
05-08-2014,HZS,5.36,1024.604,O
06-08-2014,HZS,4.615,600.06,O
07-08-2014,HZS,4.75,660.497,O
08-08-2014,HZS,7.23,2288.929,O
09-08-2014,HZS,7.4,251.142,O
10-08-2014,HZS,6.35,1608,C
11-08-2014,HZS,5.07,827.69,O
12-08-2014,HZS,4.17,401.583,O
13-08-2014,HZS,3.99,339.381,O
14-08-2014,HZS,4.335,470.638,O
15-08-2014,HZS,4.64,591,C
16-08-2014,HZS,4.58,567.728,O
17-08-2014,HZS,4.685,612.2,C
18-08-2014,HZS,4.035,360.13,O
19-08-2014,HZS,3.67,215.399,O
20-08-2014,HZS,3.85,284.456,O
21-08-2014,HZS,3.69,231.117,O
22-08-2014,HZS,3.645,194.864,O
23-08-2014,HZS,3.645,191.124,O
24-08-2014,HZS,4.06,347.1,C
25-08-2014,HZS,3.8,265.965,O
26-08-2014,HZS,3.62,186.529,O
27-08-2014,HZS,3.61,187.269,O
28-08-2014,HZS,3.525,161.621,O
29-08-2014,HZS,3.66,212.1,C
30-08-2014,HZS,3.69,235.303,O
31-08-2014,HZS,3.69,221.3,C
01-09-2014,HZS,3.705,238.585,O
02-09-2014,HZS,3.66,215.176,O
03-09-2014,HZS,4.835,699.84,O
04-09-2014,HZS,4.47,525.983,O
05-09-2014,HZS,4.94,759.978,O
06-09-2014,HZS,4.84,675.465,O
07-09-2014,HZS,4.91,722.9,C
08-09-2014,HZS,4.365,475.416,O
09-09-2014,HZS,4.035,342.617,O
10-09-2014,HZS,4.53,551.606,O
